,fips,state,county,POP_ESTIMATE_2018,Unemployment_rate_2018,Median_Household_Income_2018,PCTPOVALL_2018,log_pop,BAC_PCT,WAC_PCT,pctdem2020,pctrep2020,Rural,UrbanInfluence
0,1001,AL,Autauga County,55601,3.6,59338,13.8,4.75,21.09219782,77.97347366,27.01836514,71.4368023,2,2
1,1003,AL,Baldwin County,218022,3.6,57588,9.8,5.34,9.565747153,89.19026672,22.40902999,76.17137282,3,2
2,1005,AL,Barbour County,24881,5.2,34382,30.9,4.4,49.08450134,50.14988252,45.78817266,53.45122647,6,6
3,1007,AL,Bibb County,22400,4.0,46064,21.8,4.35,21.91211932,77.7886934,20.69828035,78.42626368,1,1
4,1009,AL,Blount County,57840,3.5,50412,13.2,4.76,2.20661986,97.13104832,9.56937799,89.57155285,1,1
5,1011,AL,Bullock County,10138,4.7,29267,42.5,4.01,70.99297099,27.77942778,74.70192933,24.84283546,6,6
6,1013,AL,Butler County,19680,4.8,37365,24.5,4.29,45.58309338,53.02858906,41.78962901,57.52529511,6,6
7,1015,AL,Calhoun County,114277,4.7,45400,19.5,5.06,22.43123102,76.95611989,29.84524253,68.84843968,3,2
8,1017,AL,Chambers County,33615,3.9,39917,18.7,4.53,40.9785289,58.19450292,41.64485737,57.26903952,6,5
9,1019,AL,Cherokee County,26032,3.6,42132,16.3,4.42,4.756451367,94.69766377,13.20217868,86.0336558,6,6
10,1021,AL,Chilton County,44153,3.6,47547,17.3,4.64,11.13261907,88.32718106,15.91403418,83.29880891,1,1
11,1023,AL,Choctaw County,12841,5.5,39907,22.1,4.11,42.13996346,57.75677178,41.89442658,57.5562701,9,10
12,1025,AL,Clarke County,23920,7.5,40741,22.8,4.38,45.57192448,53.82694099,43.81423677,55.75942139,7,11
13,1027,AL,Clay County,13275,3.9,39201,17.6,4.12,15.0736683,85.21344919,18.28282828,80.82251082,9,10
14,1029,AL,Cleburne County,14987,4.2,46495,16.0,4.18,3.521126761,96.20389001,9.339975093,89.7191089,8,4
15,1031,AL,Coffee County,51909,3.9,55122,13.8,4.72,18.97138054,78.62519583,22.78787879,75.86531987,4,5
16,1033,AL,Colbert County,54762,4.6,49055,13.8,4.74,17.21728426,82.2342101,29.91823854,68.86251165,3,2
17,1035,AL,Conecuh County,12277,5.2,32613,24.4,4.09,46.81362393,53.02063479,46.04875019,53.438907,7,11
18,1037,AL,Coosa County,10715,4.2,42423,18.9,4.03,31.53896652,68.02963519,32.77970433,66.27121738,8,3
19,1039,AL,Covington County,36986,4.6,40203,19.9,4.57,13.46325137,86.12378202,15.61101549,83.68330465,6,6
20,1041,AL,Crenshaw County,13824,4.1,39057,19.5,4.14,25.2323555,74.19401685,25.69140094,73.50763186,8,6
21,1043,AL,Cullman County,83442,3.3,45796,14.5,4.92,1.894518193,97.08122433,10.6998638,88.12214762,4,3
22,1045,AL,Dale County,48956,4.2,45309,16.2,4.69,22.36842105,76.24257708,26.19313,72.4642821,4,5
23,1047,AL,Dallas County,38310,6.5,34035,31.4,4.58,71.27648134,28.39821486,68.4617107,30.92252575,4,5
24,1049,AL,DeKalb County,71385,3.8,39491,21.3,4.85,2.46109099,94.83870066,14.58304946,84.36776128,6,6
25,1051,AL,Elmore County,81887,3.4,60367,11.2,4.91,22.02465244,77.32147915,25.26687789,73.51693883,2,2
26,1053,AL,Escambia County,36748,4.6,38418,23.6,4.57,32.38064041,64.2262441,30.91137649,68.31552483,6,6
27,1055,AL,Etowah County,102501,4.1,44903,17.5,5.01,16.71686158,82.41874291,24.23524975,74.43848475,3,2
28,1057,AL,Fayette County,16433,4.1,39254,23.5,4.22,12.75917065,87.30217151,15.9137577,83.27629478,6,6
29,1059,AL,Franklin County,31363,3.7,39388,19.2,4.5,5.190995472,93.31356419,16.58451264,82.49324217,6,6
30,1061,AL,Geneva County,26314,3.9,37823,21.3,4.42,10.33839595,89.0297286,12.71422878,86.47269829,3,2
31,1063,AL,Greene County,8233,6.7,28524,30.1,3.92,80.48329429,19.33177167,81.34031414,18.32460733,8,6
32,1065,AL,Hale County,14726,5.1,34724,25.6,4.17,58.35779128,41.32823698,59.16435244,40.26760919,3,2
33,1067,AL,Henry County,17209,4.4,46027,17.9,4.24,26.81197326,73.10084278,28.0275328,71.05829211,3,2
34,1069,AL,Houston County,104722,4.0,47993,16.5,5.02,28.53270622,70.67679114,27.97522362,70.64301648,3,2
35,1071,AL,Jackson County,51736,4.1,41929,19.7,4.71,4.296284818,94.05338395,15.72601117,83.22051108,6,5
36,1073,AL,Jefferson County,659300,3.7,55013,16.1,5.82,44.21711792,54.22010924,55.75851317,42.60974442,1,1
37,1075,AL,Lamar County,13844,3.8,40936,17.4,4.14,11.24954727,89.14885911,13.5965522,85.83344919,8,7
38,1077,AL,Lauderdale County,92387,4.2,48707,14.0,4.97,10.93940407,88.53001758,26.87250502,71.54198336,3,2
39,1079,AL,Lawrence County,32957,4.2,43909,19.3,4.52,11.82116389,82.86356457,22.21944982,76.86357682,3,2
40,1081,AL,Lee County,163941,3.6,48937,19.0,5.21,23.7702228,72.2599701,38.99284805,59.09249955,3,2
41,1083,AL,Limestone County,96174,3.5,64863,11.4,4.98,15.03513117,83.20982662,27.76886361,70.35645374,2,2
42,1085,AL,Lowndes County,9974,7.3,33973,25.1,4.0,72.77400781,26.57824388,72.74323336,26.86174104,2,2
43,1087,AL,Macon County,18439,5.5,32495,30.2,4.27,81.20433916,18.40270091,81.48572739,17.66594062,6,6
44,1089,AL,Madison County,366519,3.5,63755,11.9,5.56,26.16134231,71.25277212,44.81560018,52.77074658,2,2
45,1091,AL,Marengo County,19066,5.0,37733,24.0,4.28,52.16561523,47.47389069,50.34862385,49.01834862,7,11
46,1093,AL,Marion County,29763,4.1,37887,20.2,4.47,4.439732068,95.23713353,10.59607445,88.39718983,7,11
47,1095,AL,Marshall County,96109,3.4,46233,18.3,4.98,4.087874842,94.58118916,14.98676081,83.69940739,4,5
48,1097,AL,Mobile County,413757,4.7,43598,20.8,5.62,37.16149174,60.48691948,43.38953069,55.27450809,2,2
49,1099,AL,Monroe County,21067,6.2,39556,21.9,4.32,41.96208942,56.97680027,41.76040495,57.62092238,7,11
50,1101,AL,Montgomery County,225763,4.0,49640,20.1,5.35,60.24080959,36.6552458,65.08941991,33.60029857,2,2
51,1103,AL,Morgan County,119089,3.5,52797,13.2,5.08,14.11108047,84.87119712,24.63422806,73.83194967,3,2
52,1105,AL,Perry County,9140,6.5,26814,35.3,3.96,68.44110725,30.90888715,73.80497132,25.60229446,8,4
53,1107,AL,Pickens County,19938,4.6,37586,23.1,4.3,40.65730055,59.02157551,41.60115846,57.86098469,3,2
54,1109,AL,Pike County,33338,4.5,37259,23.6,4.52,38.901975,59.25892372,40.71960118,58.10273824,6,5
55,1111,AL,Randolph County,22725,4.0,40546,19.7,4.36,20.24029575,79.59686647,20.3285042,78.97942235,6,4
56,1113,AL,Russell County,57781,4.0,39104,21.7,4.76,46.97641518,52.32656441,52.64194289,46.2468939,2,2
57,1115,AL,St. Clair County,88690,3.5,57284,12.0,4.95,10.38073108,88.8897578,17.42535046,81.37980694,1,1
58,1117,AL,Shelby County,215707,2.9,75663,8.0,5.33,13.98379436,83.86693737,28.94127882,69.33449326,1,1
59,1119,AL,Sumter County,12691,5.9,27859,34.7,4.1,71.91598938,26.41023578,73.88332539,25.40136703,8,6
60,1121,AL,Talladega County,79828,4.3,41630,19.3,4.9,34.03185876,65.65305459,36.83930124,62.34753105,4,3
61,1123,AL,Tallapoosa County,40497,4.2,42205,19.7,4.61,27.8420492,71.75663289,27.91196227,71.28293078,6,6
62,1125,AL,Tuscaloosa County,208911,3.7,52557,16.8,5.32,33.13032887,65.40565069,41.88107173,56.68832897,3,2
63,1127,AL,Walker County,63711,4.2,45434,17.9,4.8,7.063805671,92.44501818,15.50850176,83.41995509,1,1
64,1129,AL,Washington County,16378,5.8,44424,17.6,4.21,23.86377557,67.29143697,25.43938711,73.95223073,8,7
65,1131,AL,Wilcox County,10627,9.6,25385,33.4,4.03,71.51258074,28.3620939,68.57530069,31.05200745,9,10
66,1133,AL,Winston County,23660,4.2,41156,18.6,4.37,1.582800796,97.44381904,8.63169089,90.34916696,6,4
67,4001,AZ,Apache County,71818,10.1,33652,37.3,4.86,1.192148789,23.62179532,66.20526959,32.52138817,6,6
68,4003,AZ,Cochise County,126770,5.6,49164,15.1,5.1,5.696383475,90.67438573,39.24396011,58.79814132,3,2
69,4005,AZ,Coconino County,142854,5.5,60187,15.9,5.15,2.345339987,68.49159441,60.94129196,36.88272026,3,2
70,4007,AZ,Gila County,53889,5.9,43585,20.4,4.73,1.190343959,79.86226813,32.31086061,66.39569333,4,3
71,4009,AZ,Graham County,38072,5.1,50157,20.2,4.58,2.621211731,83.35607797,26.9005068,71.67911443,7,8
72,4011,AZ,Greenlee County,9483,4.3,65818,10.5,3.98,3.032217309,92.53527058,32.04989154,65.97071584,7,9
73,4012,AZ,La Paz County,21098,6.2,37350,23.7,4.32,1.989766913,79.42960015,29.97319035,68.75335121,6,4
74,4013,AZ,Maricopa County,4410824,4.1,65234,12.3,6.64,7.70348066,85.5690021,50.29169234,48.11196076,1,1
75,4015,AZ,Mohave County,209550,5.8,45129,16.8,5.32,1.922415296,93.96034518,23.71519985,75.00596915,3,2
76,4017,AZ,Navajo County,110445,7.8,40650,28.5,5.04,1.675020735,52.22765136,45.15574609,53.40942008,4,5
77,4019,AZ,Pima County,1039073,4.5,53395,16.2,6.02,5.322172984,87.55078637,58.56740953,39.89706857,2,2
78,4021,AZ,Pinal County,447138,5.0,58848,12.9,5.65,6.591772925,85.33910702,40.58971989,57.86788588,1,1
79,4023,AZ,Santa Cruz County,46511,9.3,40545,24.4,4.67,1.339842574,96.55684115,67.16425541,31.6650478,4,5
80,4025,AZ,Yavapai County,231993,4.5,48758,13.2,5.37,1.429610505,95.37896801,34.61892797,63.87981575,3,2
81,4027,AZ,Yuma County,212128,17.0,44116,19.5,5.33,3.293464991,93.07722172,46.06298087,52.24666076,3,2
82,5001,AR,Arkansas County,17769,3.4,43887,17.9,4.25,26.26100881,73.56170651,28.89383344,68.40432295,6,6
83,5003,AR,Ashley County,20046,5.5,41127,19.6,4.3,25.25817775,74.08556748,26.8104971,69.99747666,7,11
84,5005,AR,Baxter County,41619,4.1,39686,15.1,4.62,0.791758085,98.09214919,22.06407388,75.38439568,7,8
85,5007,AR,Benton County,272608,2.9,68978,8.6,5.44,2.711532881,91.07870216,35.23333778,61.682734,2,2
86,5009,AR,Boone County,37480,3.5,44482,14.8,4.57,0.908313742,97.84943364,17.90347084,79.77094776,7,8
87,5011,AR,Bradley County,10897,4.5,37729,21.7,4.04,28.28207749,70.40787884,33.22386426,63.90257252,7,9
88,5013,AR,Calhoun County,5277,3.9,44969,15.7,3.72,22.35498169,77.56793216,21.95233731,74.97708524,9,8
89,5015,AR,Carroll County,28223,3.2,45023,16.1,4.45,1.412966878,94.24594785,34.10189031,62.93125371,6,6
90,5017,AR,Chicot County,10438,6.9,31787,31.4,4.02,55.20853924,44.02055742,55.08164757,42.70046308,7,9
91,5019,AR,Clark County,22061,3.8,45408,19.9,4.34,25.53315412,73.91129032,40.95294818,54.98511018,7,8
92,5021,AR,Clay County,14847,4.4,37687,20.7,4.17,1.401965501,98.21318122,18.56067914,78.83465175,7,9
93,5023,AR,Cleburne County,24965,4.5,44902,14.6,4.4,0.927003491,98.16204503,15.67823344,81.4511041,6,6
94,5025,AR,Cleveland County,8018,3.9,47600,15.5,3.9,12.31774761,87.60683761,18.08333333,79.63888889,3,2
95,5027,AR,Columbia County,23537,4.8,40909,22.4,4.37,36.44541075,62.68491282,32.66016713,63.83472609,7,8
96,5029,AR,Conway County,20891,4.4,44565,17.9,4.32,12.65470594,87.08625156,30.109384,65.56131261,6,6
97,5031,AR,Craighead County,108558,3.1,45615,17.9,5.04,17.88239133,81.24569481,30.95479214,66.36545403,3,2
98,5033,AR,Crawford County,63406,3.6,47363,16.0,4.8,2.676383641,93.93268729,20.58445062,77.23631232,2,2
99,5035,AR,Crittenden County,48342,4.3,42606,19.2,4.68,55.34355125,44.22270879,52.01930714,44.80356816,1,1
100,5037,AR,Cross County,16676,4.2,41214,18.0,4.22,24.06967538,75.46135575,25.52578508,71.24747911,6,4
101,5039,AR,Dallas County,7182,4.4,37259,21.3,3.86,41.63218719,58.35354544,36.35334088,59.38089845,6,6
102,5041,AR,Desha County,11512,4.5,36132,24.3,4.06,48.64888654,50.73497051,48.41498559,46.13352546,6,6
103,5043,AR,Drew County,18328,5.0,42494,19.5,4.26,28.89840277,70.52527581,35.11870295,62.95599305,6,6
104,5045,AR,Faulkner County,124806,3.3,53882,15.4,5.1,13.21990048,85.55238995,33.70875285,63.24134637,2,2
105,5047,AR,Franklin County,17810,3.6,43696,18.3,4.25,1.6596105,96.13322043,18.23537663,79.63248702,6,6
106,5049,AR,Fulton County,12269,4.0,35630,20.6,4.09,1.458683979,98.01234271,20.21879273,77.37839422,9,9
107,5051,AR,Garland County,99154,4.0,43610,20.4,5.0,9.996377759,89.41299579,31.77673703,65.7684563,3,2
108,5053,AR,Grant County,18188,3.1,52050,13.1,4.26,3.295921161,96.25513277,15.46341463,82.85365854,2,2
109,5055,AR,Greene County,45325,3.5,46512,16.5,4.66,2.54605626,96.72807501,18.99378882,78.69565217,4,5
110,5057,AR,Hempstead County,21741,3.6,38682,20.6,4.34,31.83633662,67.95931637,31.22079439,65.27453271,6,6
111,5059,AR,Hot Spring County,33701,3.8,47205,18.7,4.53,12.28272778,87.37970448,24.544079,73.28183483,6,5
112,5061,AR,Howard County,13341,3.5,40199,17.3,4.13,22.06483866,76.67020148,27.72031444,69.65246173,6,6
113,5063,AR,Independence County,37678,4.1,45596,14.5,4.58,3.259748843,95.48975545,19.33572216,77.52205072,7,8
114,5065,AR,Izard County,13593,5.5,37828,18.7,4.13,2.685450143,96.40472522,17.57314974,79.70740103,9,10
115,5067,AR,Jackson County,16811,6.2,36573,25.6,4.23,18.3802859,81.05747951,26.81202121,70.57552544,6,6
116,5069,AR,Jefferson County,68114,5.3,38596,22.2,4.83,58.18717826,41.02418293,59.5476588,37.84482073,3,2
117,5071,AR,Johnson County,26742,4.5,39381,22.2,4.43,2.840695312,93.64135751,24.03663929,73.04695725,7,9
118,5073,AR,Lafayette County,6682,5.2,35527,22.8,3.82,36.98671498,62.45471014,31.31765584,65.5841732,8,7
119,5075,AR,Lawrence County,16434,3.9,40308,17.7,4.22,1.645739364,97.75082287,18.43947413,78.00921974,6,6
120,5077,AR,Lee County,8985,4.8,28080,43.0,3.95,54.9508863,44.36039291,49.96488764,45.15449438,7,9
121,5079,AR,Lincoln County,13383,4.3,44951,27.5,4.13,30.72020885,68.92659705,26.63225806,70.42580645,3,2
122,5081,AR,Little River County,12326,5.3,43559,16.0,4.09,20.98050412,77.7795905,23.68166892,71.75970639,3,2
123,5083,AR,Logan County,21737,4.0,41471,18.6,4.34,2.138265164,94.8989099,18.77203647,78.3100304,6,6
124,5085,AR,Lonoke County,73657,3.2,56651,11.9,4.87,7.183292638,91.80591742,21.80549214,74.63309634,2,2
125,5087,AR,Madison County,16481,2.9,42674,18.4,4.22,1.459942085,95.88561776,21.26241328,76.96911985,2,2
126,5089,AR,Marion County,16722,4.1,36581,18.7,4.22,1.024320115,97.50209656,20.40517126,77.07583633,9,10
127,5091,AR,Miller County,43592,4.8,42162,21.9,4.64,26.43965139,73.02170747,25.68213443,72.11567548,3,2
128,5093,AR,Mississippi County,41239,5.7,36718,25.7,4.62,36.61164547,63.32931539,36.93080538,59.11521633,4,3
129,5095,AR,Monroe County,6900,4.3,32922,26.0,3.84,41.24757499,58.21519176,40.73153409,54.86505682,7,9
130,5097,AR,Montgomery County,8924,4.8,38318,18.8,3.95,1.446694859,96.21633652,18.87425768,78.64704364,8,7
131,5099,AR,Nevada County,8326,3.5,37626,21.3,3.92,31.77411537,68.05622879,32.04288267,63.51995235,7,9
132,5101,AR,Newton County,7805,3.4,36078,17.4,3.89,1.0963498,97.62672514,17.73386693,79.83991996,9,8
133,5103,AR,Ouachita County,23606,4.7,37624,23.3,4.37,41.59182277,58.66050808,41.48925122,54.97974868,7,8
134,5105,AR,Perry County,10352,4.2,45342,14.7,4.02,2.68770923,96.44189383,21.87162308,75.18910741,2,2
135,5107,AR,Phillips County,18029,6.1,29945,35.4,4.26,63.05814869,36.74502306,58.04229414,38.7215636,6,3
136,5109,AR,Pike County,10673,4.2,41534,17.8,4.03,4.301175592,94.30863967,15.1672162,82.87800283,9,10
137,5111,AR,Poinsett County,23974,3.8,37370,23.7,4.38,9.308058484,90.75144509,18.93365244,78.6863449,3,2
138,5113,AR,Polk County,20049,4.2,39048,20.0,4.3,1.056902424,96.16810258,14.67608952,82.86219081,7,11
139,5115,AR,Pope County,64000,4.5,45788,16.0,4.81,4.040766638,94.23617181,23.62475442,74.00540275,5,8
140,5117,AR,Prairie County,8074,3.9,43245,15.8,3.91,12.00694617,87.881419,18.71244635,79.71387697,8,7
141,5119,AR,Pulaski County,392680,3.5,49957,16.7,5.59,39.16297323,59.08841548,59.98434889,37.47263998,2,2
142,5121,AR,Randolph County,17948,4.0,37799,17.4,4.25,1.798641274,95.88484241,17.83617146,78.61127422,7,9
143,5123,AR,St. Francis County,25439,5.2,33257,35.6,4.41,53.7729055,45.37488997,50.70343275,45.61057963,6,3
144,5125,AR,Saline County,121421,3.1,63677,9.7,5.08,9.049552015,89.42231515,28.19571973,69.44644393,2,2
145,5127,AR,Scott County,10319,3.7,35826,20.2,4.01,1.429822002,93.46367085,13.60180231,83.41312306,6,6
146,5129,AR,Searcy County,7958,4.3,31659,24.3,3.9,1.002410862,97.43687349,14.6305051,83.72729535,9,10
147,5131,AR,Sebastian County,127753,3.6,46843,15.6,5.11,8.514633059,85.39588663,30.73186254,66.18158676,2,2
148,5133,AR,Sevier County,17139,4.7,44100,20.1,4.23,5.127300523,90.26283295,21.4532872,74.66359093,6,6
149,5135,AR,Sharp County,17366,4.8,36032,20.7,4.24,1.599587203,97.15055613,18.47739889,78.4826857,7,9
150,5137,AR,Stone County,12457,4.5,34009,20.3,4.1,0.847593155,98.04094035,19.87201078,77.73661165,9,9
151,5139,AR,Union County,39126,5.6,45335,18.2,4.59,33.77798459,65.63259397,33.62437526,63.09387608,7,8
152,5141,AR,Van Buren County,16603,5.3,40486,16.4,4.22,1.154427319,97.93291024,20.40476495,77.28961189,8,6
153,5143,AR,Washington County,236961,2.6,50893,15.2,5.37,4.762382571,89.11646536,46.48972058,50.39356714,2,2
154,5145,AR,White County,78727,4.4,44811,16.6,4.9,5.683593006,93.64595634,19.35567428,78.29690788,4,5
155,5147,AR,Woodruff County,6490,4.7,34306,23.7,3.81,27.40506329,72.8164557,34.57189015,62.31825525,9,10
156,5149,AR,Yell County,21535,4.2,41729,16.3,4.33,2.7177733,95.23452509,19.04761905,77.52558968,6,5
157,6001,CA,Alameda County,1666753,3.0,101744,9.0,6.22,12.82763597,53.81208607,80.22962497,17.70559475,1,1
158,6003,CA,Alpine County,1101,4.6,55384,17.3,3.04,2.302922941,72.01062888,64.23751687,32.92847503,8,4
159,6005,CA,Amador County,39383,4.0,58515,11.8,4.6,3.456429865,92.6846448,36.55725944,60.91381939,6,4
160,6007,CA,Butte County,231256,5.0,50945,18.5,5.36,3.233326946,89.9751809,49.41690676,47.75484604,3,2
161,6009,CA,Calaveras County,45602,4.0,62984,12.1,4.66,1.82115238,94.42108703,36.98277131,60.80842291,6,6
162,6011,CA,Colusa County,21627,12.9,57249,11.0,4.33,2.125585928,93.43760152,40.67412904,57.27581436,6,4
163,6013,CA,Contra Costa County,1150215,3.2,101463,7.8,6.06,11.24352637,69.90020164,71.63876607,26.30232438,1,1
164,6015,CA,Del Norte County,27828,5.5,48518,20.4,4.44,4.537609665,83.09003308,40.84002794,56.41809291,7,8
165,6017,CA,El Dorado County,190678,3.6,81869,8.1,5.28,1.750128343,92.31499199,44.44798429,53.24527717,1,1
166,6019,CA,Fresno County,994400,7.5,52318,21.3,6.0,6.828338676,79.41549453,52.91124945,45.08222111,2,2
167,6021,CA,Glenn County,28047,6.5,47365,15.4,4.45,2.081498961,91.86419188,35.3790294,62.54870705,6,6
168,6023,CA,Humboldt County,136373,3.6,49471,20.3,5.13,2.815031204,88.55028844,65.04329633,31.62956936,5,8
169,6025,CA,Imperial County,181827,18.1,46633,21.4,5.26,3.725960875,91.6988108,61.14108396,36.75552735,3,2
170,6027,CA,Inyo County,17987,3.9,53793,12.3,4.25,2.051111481,83.17534231,48.87670077,48.72903702,7,11
171,6029,CA,Kern County,896764,8.0,51586,20.5,5.95,7.285253754,85.16955083,43.69418071,53.88924928,2,2
172,6031,CA,Kings County,151366,7.7,58255,18.8,5.18,8.733490258,84.20818622,42.63532309,54.88622372,3,2
173,6033,CA,Lake County,64382,5.2,45086,18.4,4.81,3.347000901,91.22014102,51.87847222,45.56597222,4,5
174,6035,CA,Lassen County,30802,4.8,57705,15.8,4.49,9.521473195,84.56481209,23.35419274,74.84355444,7,8
175,6037,CA,Los Angeles County,10105518,4.7,67986,14.2,7.0,9.977182233,73.43216882,71.04316863,26.86865991,1,1
176,6039,CA,Madera County,157672,7.0,53632,20.2,5.2,4.801464466,88.29380844,43.12572131,54.68523138,3,2
177,6041,CA,Marin County,259666,2.4,122933,6.6,5.41,3.779373015,89.00535495,82.34093491,15.79707447,1,1
178,6043,CA,Mariposa County,17471,5.3,51402,14.9,4.24,2.255420566,93.02447248,39.76653696,57.87937743,8,7
179,6045,CA,Mendocino County,87606,3.9,51386,17.5,4.94,2.017314321,89.62754614,66.41591287,30.61426989,4,5
180,6047,CA,Merced County,274765,8.3,56169,21.2,5.44,4.993877845,84.9837943,54.1091881,43.51288367,2,2
181,6049,CA,Modoc County,8777,7.5,45227,19.1,3.94,2.624137541,91.64121706,26.5099124,71.66897188,6,6
182,6051,CA,Mono County,14250,3.8,66499,9.3,4.15,1.786208806,93.08363334,59.56657266,37.3014695,7,11
183,6053,CA,Monterey County,435594,6.3,69665,13.3,5.64,4.417581861,86.08559626,69.53314255,28.25125242,2,2
184,6055,CA,Napa County,139417,2.9,85624,8.8,5.14,3.280723661,86.53081078,69.07323702,28.66809018,3,2
185,6057,CA,Nevada County,99696,3.5,66681,10.3,5.0,1.253070022,96.10746329,56.1633044,41.36519509,4,3
186,6059,CA,Orange County,3185968,2.9,89373,10.5,6.5,2.828832267,74.43413908,53.49251672,44.45599566,1,1
187,6061,CA,Placer County,393149,3.2,89175,7.1,5.59,2.93676835,88.18413924,45.47288069,52.1187829,1,1
188,6063,CA,Plumas County,18804,7.5,55079,12.5,4.27,2.116233317,94.27872601,40.52061123,57.2583511,7,12
189,6065,CA,Riverside County,2450758,4.4,66793,12.7,6.39,8.600811319,82.81626814,52.99822518,45.04334662,1,1
190,6067,CA,Sacramento County,1540975,3.8,69475,14.3,6.19,13.56618116,68.21491207,61.36908491,36.11424355,1,1
191,6069,CA,San Benito County,61537,5.1,80063,8.6,4.79,2.475799261,90.49484142,61.16373478,36.7440408,1,1
192,6071,CA,San Bernardino County,2171603,4.0,63310,14.9,6.34,10.79971652,79.66547176,54.2088471,43.55375173,1,1
193,6073,CA,San Diego County,3343364,3.3,78777,11.5,6.52,6.898149674,79.46392358,60.22580698,37.4655527,1,1
194,6075,CA,San Francisco County,883305,2.4,110601,10.1,5.95,6.845790761,56.64790046,85.27436646,12.72206162,1,1
195,6077,CA,San Joaquin County,752660,6.0,63567,14.3,5.88,9.974571868,70.71264374,55.86441689,41.98333813,2,2
196,6079,CA,San Luis Obispo County,284010,2.9,70626,12.7,5.45,2.801727944,92.14619001,55.30401237,42.23169945,2,2
197,6081,CA,San Mateo County,769545,2.2,122930,6.8,5.89,3.770025816,63.64468876,77.88837274,20.19655849,1,1
198,6083,CA,Santa Barbara County,446527,3.9,75646,12.6,5.65,3.38634577,88.81990777,64.88806119,32.82073814,2,2
199,6085,CA,Santa Clara County,1937570,2.6,125933,7.3,6.29,3.707027303,56.08091285,72.65737982,25.23297457,1,1
200,6087,CA,Santa Cruz County,274255,4.9,84213,12.2,5.44,2.46437761,90.87708125,78.90135087,18.60341446,2,2
201,6089,CA,Shasta County,180040,4.9,53908,15.2,5.26,2.34451355,91.94857841,32.29278794,65.43487621,3,2
202,6091,CA,Sierra County,2987,6.0,52308,13.3,3.48,2.196339434,95.34109817,37.8238342,59.17098446,8,7
203,6093,CA,Siskiyou County,43724,6.7,47560,17.1,4.64,2.746962493,90.86336388,40.90831557,56.67377399,6,6
204,6095,CA,Solano County,446610,3.9,82808,7.9,5.65,17.65737429,65.54553517,63.95489504,33.67131287,2,2
205,6097,CA,Sonoma County,499942,2.7,81002,9.9,5.7,3.124797708,90.46458279,74.53364747,23.04735845,2,2
206,6099,CA,Stanislaus County,549815,6.4,59616,15.6,5.74,4.648240293,86.93131878,49.25678065,48.46748823,2,2
207,6101,CA,Sutter County,96807,7.5,57879,13.5,4.99,3.987790164,76.95599715,40.7293621,57.16463415,3,2
208,6103,CA,Tehama County,63916,5.7,47572,17.0,4.81,1.891401881,93.60365067,31.02607848,66.64461544,4,5
209,6105,CA,Trinity County,12535,5.7,40680,21.6,4.1,1.864061864,91.88441188,45.55768616,50.94279322,8,6
210,6107,CA,Tulare County,465861,9.6,48763,22.2,5.67,2.862536063,90.6270981,45.02084014,52.83521303,2,2
211,6109,CA,Tuolumne County,54539,4.6,56500,12.5,4.74,2.727706597,93.60108668,39.40001974,58.185586,4,5
212,6111,CA,Ventura County,850967,3.8,84170,9.1,5.93,3.22219937,87.30257232,59.47224733,38.3742057,2,2
213,6113,CA,Yolo County,220408,4.2,67804,20.1,5.34,4.234920635,79.09659864,69.4995065,28.05971377,1,1
214,6115,CA,Yuba County,78041,6.4,47504,17.2,4.89,6.470229318,84.17018356,37.70101051,59.3413234,3,2
215,8001,CO,Adams County,511868,3.5,70199,9.2,5.71,5.231909799,88.6626171,56.68870256,40.40678396,1,1
216,8003,CO,Alamosa County,16683,4.2,42897,19.1,4.22,2.722848518,90.51315222,48.14293033,48.83452869,7,11
217,8005,CO,Arapahoe County,651215,3.2,76665,8.1,5.81,13.59295755,80.06015931,60.99867783,36.35898944,1,1
218,8007,CO,Archuleta County,13765,3.4,53337,11.2,4.14,1.233159883,94.46860076,40.87926509,56.74759405,7,10
219,8009,CO,Baca County,3585,1.8,38294,19.4,3.55,2.066461882,96.23010332,14.24719101,83.91011236,9,12
220,8011,CO,Bent County,5882,3.2,37659,33.9,3.77,7.871615564,87.44844899,32.18997361,66.09498681,7,12
221,8013,CO,Boulder County,326078,2.8,83591,9.7,5.51,1.89701897,92.71113073,77.18607935,20.62044238,2,2
222,8014,CO,Broomfield County,69267,2.9,96924,4.9,4.84,2.150003548,90.54140353,62.35417739,34.94381541,1,1
223,8015,CO,Chaffee County,20027,2.7,56168,10.9,4.3,2.200825309,95.55904893,52.19800248,45.35977255,7,11
224,8017,CO,Cheyenne County,1876,1.8,54504,12.6,3.27,1.310759148,95.30311305,11.53169014,87.41197183,9,12
225,8019,CO,Clear Creek County,9605,3.0,74019,7.2,3.98,1.773195876,96.21649485,55.03970678,42.05864386,1,1
226,8021,CO,Conejos County,8200,4.4,38777,21.4,3.91,1.68190128,93.77209019,45.21117009,52.75790445,9,12
227,8023,CO,Costilla County,3828,4.3,31557,25.2,3.58,2.829945974,90.60972472,62.60744986,35.38681948,9,12
228,8025,CO,Crowley County,5858,4.4,35880,44.3,3.77,11.31826431,84.60650058,24.97142857,72.62857143,8,7
229,8027,CO,Custer County,4954,3.7,55242,12.0,3.69,2.111286504,96.48776638,30.59988993,68.07925151,8,7
