,Unnamed: 0,index,id,contact_city,contact_state,found,manual,remove,still_there,foundrev
0,0,0,44520267,Anoka,MN,Arkansas,,,,Arkansas
1,1,1,44698509,Groveland,FL,Abacos,Bahamas,,,Bahamas
2,2,2,45983838,Adamstown,MD,Adam,Maryland,,,Maryland
3,3,3,44475904,Saint Cloud,MN,Adaptil,,True,,Adaptil
4,4,4,43877389,Pueblo,CO,Afghanistan,,,,Afghanistan
5,5,5,43082511,Manchester,CT,Afghanistan,,,,Afghanistan
6,6,6,45287347,Wooster,OH,Akron,Ohio,,,Ohio
7,7,7,45287347,Wooster,OH,Akron,Ohio,,,Ohio
8,8,8,45987719,Locust Fork,AL,Alabama,,,,Alabama
9,9,9,45943086,Locust Fork,AL,Alabama,,,,Alabama
10,10,10,45942459,Locust Fork,AL,Alabama,,,,Alabama
11,11,11,45942229,Locust Fork,AL,Alabama,,,,Alabama
12,12,12,45941983,Locust Fork,AL,Alabama,,,,Alabama
13,13,13,45898359,Locust Fork,AL,Alabama,,,,Alabama
14,14,14,45886372,Locust Fork,AL,Alabama,,,,Alabama
15,15,15,45886371,Locust Fork,AL,Alabama,,,,Alabama
16,16,16,45864590,Locust Fork,AL,Alabama,,,,Alabama
17,17,17,45863153,Locust Fork,AL,Alabama,,,,Alabama
18,18,18,45862971,Locust Fork,AL,Alabama,,,,Alabama
19,19,19,45852535,Locust Fork,AL,Alabama,,,,Alabama
20,20,20,45850607,Locust Fork,AL,Alabama,,,,Alabama
21,21,21,45800965,Locust Fork,AL,Alabama,,,,Alabama
22,22,22,45800836,Locust Fork,AL,Alabama,,,,Alabama
23,23,23,45795675,Locust Fork,AL,Alabama,,,,Alabama
24,24,24,45795582,Locust Fork,AL,Alabama,,,,Alabama
25,25,25,45795234,Locust Fork,AL,Alabama,,,,Alabama
26,26,26,45795234,Locust Fork,AL,Alabama,,,,Alabama
27,27,27,45767587,Locust Fork,AL,Alabama,,,,Alabama
28,28,28,45767425,Locust Fork,AL,Alabama,,,,Alabama
29,29,29,45751466,Locust Fork,AL,Alabama,,,,Alabama
30,30,30,45735981,Locust Fork,AL,Alabama,,,,Alabama
31,31,31,45735025,Locust Fork,AL,Alabama,,,,Alabama
32,32,32,45596728,Locust Fork,AL,Alabama,,,,Alabama
33,33,33,45583580,Locust Fork,AL,Alabama,,,,Alabama
34,34,34,45578504,Locust Fork,AL,Alabama,,,,Alabama
35,35,35,45571287,Locust Fork,AL,Alabama,,,,Alabama
36,36,36,45403745,Locust Fork,AL,Alabama,,,,Alabama
37,37,37,45395917,Locust Fork,AL,Alabama,,,,Alabama
38,38,38,45395916,Locust Fork,AL,Alabama,,,,Alabama
39,39,39,45359510,Locust Fork,AL,Alabama,,,,Alabama
40,40,40,45348204,Locust Fork,AL,Alabama,,,,Alabama
41,41,41,45319796,Locust Fork,AL,Alabama,,,,Alabama
42,42,42,45307667,Locust Fork,AL,Alabama,,,,Alabama
43,43,43,45182453,Locust Fork,AL,Alabama,,,,Alabama
44,44,44,45182452,Locust Fork,AL,Alabama,,,,Alabama
45,45,45,45182449,Locust Fork,AL,Alabama,,,,Alabama
46,46,46,45168511,Locust Fork,AL,Alabama,,,,Alabama
47,47,47,45123683,Locust Fork,AL,Alabama,,,,Alabama
48,48,48,45105047,Locust Fork,AL,Alabama,,,,Alabama
49,49,49,45094595,Locust Fork,AL,Alabama,,,,Alabama
50,50,50,45094582,Locust Fork,AL,Alabama,,,,Alabama
51,51,51,45014230,Locust Fork,AL,Alabama,,,,Alabama
52,52,52,45008032,Locust Fork,AL,Alabama,,,,Alabama
53,53,53,44821932,Locust Fork,AL,Alabama,,,,Alabama
54,54,54,44812223,Locust Fork,AL,Alabama,,,,Alabama
55,55,55,44429318,Locust Fork,AL,Alabama,,,,Alabama
56,56,56,45945049,Westminster,CO,Alabama,,True,,Alabama
57,57,57,45945048,Evergreen,CO,Alabama,,True,,Alabama
58,58,58,44740613,Westminster,CO,Alabama,,,,Alabama
59,59,59,44739540,Evergreen,CO,Alabama,,,,Alabama
60,60,60,46026256,Patterson,NY,Alabama,,,,Alabama
61,61,61,46016066,Lodi,NJ,Alabama,,,,Alabama
62,62,62,46016034,Lodi,NJ,Alabama,,,,Alabama
63,63,63,45985897,Patterson,NY,Alabama,,,,Alabama
64,64,64,45985898,Patterson,NY,Alabama,,,,Alabama
65,65,65,45985546,Patterson,NY,Alabama,,,,Alabama
66,66,66,45963904,Enfield,CT,Alabama,,,,Alabama
67,67,67,45923207,Lodi,NJ,Alabama,,,,Alabama
68,68,68,45922934,Lodi,NJ,Alabama,,,,Alabama
69,69,69,45787945,New York,NY,Alabama,,,,Alabama
70,70,70,45709422,Verplanck,NY,Alabama,,,,Alabama
71,71,71,45491612,Lodi,NJ,Alabama,,,,Alabama
72,72,72,45491535,Lodi,NJ,Alabama,,,,Alabama
73,73,73,45491398,Lodi,NJ,Alabama,,,,Alabama
74,74,74,45463374,Patterson,NY,Alabama,,,,Alabama
75,75,75,45374450,Enfield,CT,Alabama,,,,Alabama
76,76,76,45369965,New York,NY,Alabama,,,,Alabama
77,77,77,45358574,New York,NY,Alabama,,,,Alabama
78,78,78,45347634,New York,NY,Alabama,,,,Alabama
79,79,79,45347636,New York,NY,Alabama,,,,Alabama
80,80,80,45318811,New York,NY,Alabama,,,,Alabama
81,81,81,44669068,New York,NY,Alabama,,,,Alabama
82,82,82,44403673,Lodi,NJ,Alabama,,,,Alabama
83,83,83,44391932,New York,NY,Alabama,,,,Alabama
84,84,84,44247112,New York,NY,Alabama,,,,Alabama
85,85,85,42662787,Westhampton,NY,Alabama,,,,Alabama
86,86,86,39777150,Cliffside Park,NJ,Alabama,,,,Alabama
87,87,87,33675085,Cortlandt Manor,NY,Alabama,,,,Alabama
88,88,88,46005034,Hagerstown,MD,Alabama,,,,Alabama
89,89,89,45981200,Hagerstown,MD,Alabama,,,,Alabama
90,90,90,45980962,Hagerstown,MD,Alabama,,,,Alabama
91,91,91,45980961,Hagerstown,MD,Alabama,,,,Alabama
92,92,92,45980908,Hagerstown,MD,Alabama,,,,Alabama
93,93,93,45947103,Hagerstown,MD,Alabama,,,,Alabama
94,94,94,45947074,Hagerstown,MD,Alabama,,,,Alabama
95,95,95,45947041,Hagerstown,MD,Alabama,,,,Alabama
96,96,96,45946873,Hagerstown,MD,Alabama,,,,Alabama
97,97,97,45946740,Hagerstown,MD,Alabama,,,,Alabama
98,98,98,45946740,Hagerstown,MD,Alabama,,,,Alabama
99,99,99,45942818,Hagerstown,MD,Alabama,,,,Alabama
100,100,100,45942311,Hagerstown,MD,Alabama,,,,Alabama
101,101,101,45941986,Hagerstown,MD,Alabama,,,,Alabama
102,102,102,45941733,Hagerstown,MD,Alabama,,,,Alabama
103,103,103,45886367,Hagerstown,MD,Alabama,,,,Alabama
104,104,104,45886232,Hagerstown,MD,Alabama,,,,Alabama
105,105,105,45874592,Hagerstown,MD,Alabama,,,,Alabama
106,106,106,45864238,Hagerstown,MD,Alabama,,,,Alabama
107,107,107,45863033,Hagerstown,MD,Alabama,,,,Alabama
108,108,108,45862802,Hagerstown,MD,Alabama,,,,Alabama
109,109,109,45856155,Hagerstown,MD,Alabama,,,,Alabama
110,110,110,45852503,Hagerstown,MD,Alabama,,,,Alabama
111,111,111,45851317,Hagerstown,MD,Alabama,,,,Alabama
112,112,112,45833873,Hagerstown,MD,Alabama,,,,Alabama
113,113,113,45800872,Hagerstown,MD,Alabama,,,,Alabama
114,114,114,45800716,Hagerstown,MD,Alabama,,,,Alabama
115,115,115,45795614,Hagerstown,MD,Alabama,,,,Alabama
116,116,116,45795550,Hagerstown,MD,Alabama,,,,Alabama
117,117,117,45795183,Hagerstown,MD,Alabama,,,,Alabama
118,118,118,45782875,Hagerstown,MD,Alabama,,,,Alabama
119,119,119,45782430,Hagerstown,MD,Alabama,,,,Alabama
120,120,120,45782176,Hagerstown,MD,Alabama,,,,Alabama
121,121,121,45758856,Hagerstown,MD,Alabama,,,,Alabama
122,122,122,45743606,Hagerstown,MD,Alabama,,,,Alabama
123,123,123,45735782,Hagerstown,MD,Alabama,,,,Alabama
124,124,124,45734955,Hagerstown,MD,Alabama,,,,Alabama
125,125,125,45717652,Hagerstown,MD,Alabama,,,,Alabama
126,126,126,45704612,Hagerstown,MD,Alabama,,,,Alabama
127,127,127,45697318,Hagerstown,MD,Alabama,,,,Alabama
128,128,128,45696774,Hagerstown,MD,Alabama,,,,Alabama
129,129,129,45612428,Hagerstown,MD,Alabama,,,,Alabama
130,130,130,45596351,Hagerstown,MD,Alabama,,,,Alabama
131,131,131,45593642,Mechanicsburg,PA,Alabama,,,,Alabama
132,132,132,45593610,Mechanicsburg,PA,Alabama,,,,Alabama
133,133,133,45593571,Mechanicsburg,PA,Alabama,,,,Alabama
134,134,134,45593515,Mechanicsburg,PA,Alabama,,,,Alabama
135,135,135,45583504,Hagerstown,MD,Alabama,,,,Alabama
136,136,136,45578440,Hagerstown,MD,Alabama,,,,Alabama
137,137,137,45577835,Hagerstown,MD,Alabama,,,,Alabama
138,138,138,45577834,Hagerstown,MD,Alabama,,,,Alabama
139,139,139,45571242,Hagerstown,MD,Alabama,,,,Alabama
140,140,140,45555304,Hagerstown,MD,Alabama,,,,Alabama
141,141,141,45554432,Hagerstown,MD,Alabama,,,,Alabama
142,142,142,45554240,Hagerstown,MD,Alabama,,,,Alabama
143,143,143,45554172,Hagerstown,MD,Alabama,,,,Alabama
144,144,144,45519978,Hagerstown,MD,Alabama,,,,Alabama
145,145,145,45507117,Chambersburg,PA,Alabama,,,,Alabama
146,146,146,45502376,Hagerstown,MD,Alabama,,,,Alabama
147,147,147,45396391,Hagerstown,MD,Alabama,,,,Alabama
148,148,148,45389196,Hagerstown,MD,Alabama,,,,Alabama
149,149,149,45384575,Hagerstown,MD,Alabama,,,,Alabama
150,150,150,45384513,Hagerstown,MD,Alabama,,,,Alabama
151,151,151,45373215,Hagerstown,MD,Alabama,,,,Alabama
152,152,152,45373166,Hagerstown,MD,Alabama,,,,Alabama
153,153,153,45361631,Hagerstown,MD,Alabama,,,,Alabama
154,154,154,45340773,Hagerstown,MD,Alabama,,,,Alabama
155,155,155,45340773,Hagerstown,MD,Alabama,,,,Alabama
156,156,156,45333936,Hagerstown,MD,Alabama,,,,Alabama
157,157,157,45309050,Hagerstown,MD,Alabama,,,,Alabama
158,158,158,45295935,Hagerstown,MD,Alabama,,,,Alabama
159,159,159,45295259,Hagerstown,MD,Alabama,,,,Alabama
160,160,160,45295174,Hagerstown,MD,Alabama,,,,Alabama
161,161,161,45175101,Hagerstown,MD,Alabama,,,,Alabama
162,162,162,45175036,Hagerstown,MD,Alabama,,,,Alabama
163,163,163,45174934,Hagerstown,MD,Alabama,,,,Alabama
164,164,164,45161580,Hagerstown,MD,Alabama,,,,Alabama
165,165,165,45116943,Hagerstown,MD,Alabama,,,,Alabama
166,166,166,45090568,Hagerstown,MD,Alabama,,,,Alabama
167,167,167,45086978,Hagerstown,MD,Alabama,,,,Alabama
168,168,168,45086052,Hagerstown,MD,Alabama,,,,Alabama
169,169,169,45066583,Chantilly,VA,Alabama,,,,Alabama
170,170,170,45003858,Hagerstown,MD,Alabama,,,,Alabama
171,171,171,45002799,Hagerstown,MD,Alabama,,,,Alabama
172,172,172,44846646,Hagerstown,MD,Alabama,,,,Alabama
173,173,173,44844312,Hagerstown,MD,Alabama,,,,Alabama
174,174,174,44809477,Hagerstown,MD,Alabama,,,,Alabama
175,175,175,44425828,Hagerstown,MD,Alabama,,,,Alabama
176,176,176,44204368,Hagerstown,MD,Alabama,,,,Alabama
177,177,177,43880580,Fairfax,VA,Alabama,,,,Alabama
178,178,178,43632789,Harrisburg,PA,Alabama,,,,Alabama
179,179,179,43143426,Hagerstown,MD,Alabama,,,,Alabama
180,180,180,42564378,Hagerstown,MD,Alabama,,,,Alabama
181,181,181,46022142,East Greenville,PA,Alabama,,,,Alabama
182,182,182,46022141,East Greenville,PA,Alabama,,,,Alabama
183,183,183,46018770,East Greenville,PA,Alabama,,,,Alabama
184,184,184,45987770,Yardley,PA,Alabama,,,,Alabama
185,185,185,45987736,Yardley,PA,Alabama,,,,Alabama
186,186,186,45987713,Yardley,PA,Alabama,,,,Alabama
187,187,187,45987675,Yardley,PA,Alabama,,,,Alabama
188,188,188,45974091,East Greenville,PA,Alabama,,,,Alabama
189,189,189,45957260,Bridgeton,NJ,Alabama,,,,Alabama
190,190,190,45947082,Yardley,PA,Alabama,,,,Alabama
191,191,191,45947054,Yardley,PA,Alabama,,,,Alabama
192,192,192,45946882,Yardley,PA,Alabama,,,,Alabama
193,193,193,45946816,Yardley,PA,Alabama,,,,Alabama
194,194,194,45942787,Yardley,PA,Alabama,,,,Alabama
195,195,195,45942234,Yardley,PA,Alabama,,,,Alabama
196,196,196,45941779,Yardley,PA,Alabama,,,,Alabama
197,197,197,45941515,Yardley,PA,Alabama,,,,Alabama
198,198,198,45924872,East Greenville,PA,Alabama,,,,Alabama
199,199,199,45924871,East Greenville,PA,Alabama,,,,Alabama
200,200,200,45924870,East Greenville,PA,Alabama,,,,Alabama
201,201,201,45924873,East Greenville,PA,Alabama,,,,Alabama
202,202,202,45917804,East Greenville,PA,Alabama,,,,Alabama
203,203,203,45912782,East Greenville,PA,Alabama,,,,Alabama
204,204,204,45910327,East Greenville,PA,Alabama,,,,Alabama
205,205,205,45893802,East Greenville,PA,Alabama,,,,Alabama
206,206,206,45893805,East Greenville,PA,Alabama,,,,Alabama
207,207,207,45893807,East Greenville,PA,Alabama,,,,Alabama
208,208,208,45893808,East Greenville,PA,Alabama,,,,Alabama
209,209,209,45893801,East Greenville,PA,Alabama,,,,Alabama
210,210,210,45886341,Yardley,PA,Alabama,,,,Alabama
211,211,211,45886201,Yardley,PA,Alabama,,,,Alabama
212,212,212,45875089,Yardley,PA,Alabama,,,,Alabama
213,213,213,45864102,Yardley,PA,Alabama,,,,Alabama
214,214,214,45862957,Yardley,PA,Alabama,,,,Alabama
215,215,215,45862591,Yardley,PA,Alabama,,,,Alabama
216,216,216,45859158,East Greenville,PA,Alabama,,,,Alabama
217,217,217,45856136,Yardley,PA,Alabama,,,,Alabama
218,218,218,45852474,Yardley,PA,Alabama,,,,Alabama
219,219,219,45851302,Yardley,PA,Alabama,,,,Alabama
220,220,220,45833853,Yardley,PA,Alabama,,,,Alabama
221,221,221,45800805,Yardley,PA,Alabama,,,,Alabama
222,222,222,45800695,Yardley,PA,Alabama,,,,Alabama
223,223,223,45795577,Yardley,PA,Alabama,,,,Alabama
224,224,224,45795249,Yardley,PA,Alabama,,,,Alabama
225,225,225,45795175,Yardley,PA,Alabama,,,,Alabama
226,226,226,45782860,Yardley,PA,Alabama,,,,Alabama
227,227,227,45782390,Yardley,PA,Alabama,,,,Alabama
228,228,228,45782158,Yardley,PA,Alabama,,,,Alabama
229,229,229,45758829,Yardley,PA,Alabama,,,,Alabama
230,230,230,45745040,Yardley,PA,Alabama,,,,Alabama
231,231,231,45743583,Yardley,PA,Alabama,,,,Alabama
232,232,232,45737114,East Greenville,PA,Alabama,,,,Alabama
233,233,233,45735578,Yardley,PA,Alabama,,,,Alabama
234,234,234,45734907,Yardley,PA,Alabama,,,,Alabama
235,235,235,45717641,Yardley,PA,Alabama,,,,Alabama
236,236,236,45698944,Yardley,PA,Alabama,,,,Alabama
237,237,237,45697234,Yardley,PA,Alabama,,,,Alabama
238,238,238,45696700,Yardley,PA,Alabama,,,,Alabama
239,239,239,45612409,Yardley,PA,Alabama,,,,Alabama
240,240,240,45596342,Yardley,PA,Alabama,,,,Alabama
241,241,241,45583450,Yardley,PA,Alabama,,,,Alabama
242,242,242,45578378,Yardley,PA,Alabama,,,,Alabama
243,243,243,45577864,Yardley,PA,Alabama,,,,Alabama
244,244,244,45577777,Yardley,PA,Alabama,,,,Alabama
245,245,245,45577777,Yardley,PA,Alabama,,,,Alabama
246,246,246,45570936,Yardley,PA,Alabama,,,,Alabama
247,247,247,45560497,East Greenville,PA,Alabama,,,,Alabama
248,248,248,45560498,East Greenville,PA,Alabama,,,,Alabama
249,249,249,45555288,Yardley,PA,Alabama,,,,Alabama
250,250,250,45554252,Yardley,PA,Alabama,,,,Alabama
251,251,251,45554209,Yardley,PA,Alabama,,,,Alabama
252,252,252,45554124,Yardley,PA,Alabama,,,,Alabama
253,253,253,45518854,Yardley,PA,Alabama,,,,Alabama
254,254,254,45518854,Yardley,PA,Alabama,,,,Alabama
255,255,255,45502346,Yardley,PA,Alabama,,,,Alabama
256,256,256,45396387,Yardley,PA,Alabama,,,,Alabama
257,257,257,45389189,Yardley,PA,Alabama,,,,Alabama
258,258,258,45384550,Yardley,PA,Alabama,,,,Alabama
259,259,259,45384497,Yardley,PA,Alabama,,,,Alabama
260,260,260,45373187,Yardley,PA,Alabama,,,,Alabama
261,261,261,45373060,Yardley,PA,Alabama,,,,Alabama
262,262,262,45361590,Yardley,PA,Alabama,,,,Alabama
263,263,263,45340766,Yardley,PA,Alabama,,,,Alabama
264,264,264,45340766,Yardley,PA,Alabama,,,,Alabama
265,265,265,45333927,Yardley,PA,Alabama,,,,Alabama
266,266,266,45328545,East Greenville,PA,Alabama,,,,Alabama
267,267,267,45309039,Yardley,PA,Alabama,,,,Alabama
268,268,268,45297941,East Greenville,PA,Alabama,,,,Alabama
269,269,269,45295923,Yardley,PA,Alabama,,,,Alabama
270,270,270,45295186,Yardley,PA,Alabama,,,,Alabama
271,271,271,45295090,Yardley,PA,Alabama,,,,Alabama
272,272,272,45196358,Yardley,PA,Alabama,,,,Alabama
273,273,273,45175065,Yardley,PA,Alabama,,,,Alabama
274,274,274,45175024,Yardley,PA,Alabama,,,,Alabama
275,275,275,45174921,Yardley,PA,Alabama,,,,Alabama
276,276,276,45161364,Yardley,PA,Alabama,,,,Alabama
277,277,277,45116925,Yardley,PA,Alabama,,,,Alabama
278,278,278,45090373,Yardley,PA,Alabama,,,,Alabama
279,279,279,45086946,Yardley,PA,Alabama,,,,Alabama
280,280,280,45086030,Yardley,PA,Alabama,,,,Alabama
281,281,281,45004309,Yardley,PA,Alabama,,,,Alabama
282,282,282,45003822,Yardley,PA,Alabama,,,,Alabama
283,283,283,45002783,Yardley,PA,Alabama,,,,Alabama
284,284,284,44846634,Yardley,PA,Alabama,,,,Alabama
285,285,285,44844263,Yardley,PA,Alabama,,,,Alabama
286,286,286,44809439,Yardley,PA,Alabama,,,,Alabama
287,287,287,44483524,East Greenville,PA,Alabama,,,,Alabama
288,288,288,44483525,East Greenville,PA,Alabama,,,,Alabama
289,289,289,44425818,Yardley,PA,Alabama,,,,Alabama
290,290,290,44204202,Yardley,PA,Alabama,,,,Alabama
291,291,291,44176504,East Greenville,PA,Alabama,,,,Alabama
292,292,292,44088124,East Greenville,PA,Alabama,,,,Alabama
293,293,293,44046739,East Greenville,PA,Alabama,,,,Alabama
294,294,294,43477356,Yardley,PA,Alabama,,,,Alabama
295,295,295,43458250,Yardley,PA,Alabama,,,,Alabama
296,296,296,43458250,Yardley,PA,Alabama,,,,Alabama
297,297,297,43143189,Yardley,PA,Alabama,,,,Alabama
298,298,298,42707376,East Greenville,PA,Alabama,,,,Alabama
299,299,299,42549629,Yardley,PA,Alabama,,,,Alabama
300,300,300,45837663,Bradenton,FL,Alabama,,,,Alabama
301,301,301,45638183,Bradenton,FL,Alabama,,,,Alabama
302,302,302,45268666,Tampa,FL,Alabama,,,,Alabama
303,303,303,45025738,New Smyrna Beach,FL,Alabama,,,,Alabama
304,304,304,45243120,Atlanta,GA,Alabama,,,,Alabama
305,305,305,45889477,Arundel,ME,Alabama,,,,Alabama
306,306,306,45852482,Manchester,NH,Alabama,,,,Alabama
307,307,307,46037743,Kentwood,MI,Alabama,,,,Alabama
308,308,308,46004496,Muskegon,MI,Alabama,,,,Alabama
309,309,309,46004335,Muskegon,MI,Alabama,,,,Alabama
310,310,310,45922830,Kentwood,MI,Alabama,,,,Alabama
311,311,311,45153374,Kentwood,MI,Alabama,,,,Alabama
312,312,312,45419523,Minneapolis,MN,Alabama,,,,Alabama
313,313,313,44184912,Shelburne,VT,Alabama,,,,Alabama
314,314,314,45740450,Union Dale,PA,Alabama,,,,Alabama
315,315,315,45182215,Franklin,TN,Alabama,,,,Alabama
316,316,316,24067313,Soddy Daisy,TN,Alabama,,,,Alabama
317,317,317,24067288,Soddy Daisy,TN,Alabama,,,,Alabama
318,318,318,46015189,Madison,WI,Alabama,,,,Alabama
319,319,319,45901219,Brattleboro,VT,Alabama,,,True,Alabama
320,320,320,44906501,Brattleboro,VT,Alabama,,,True,Alabama
321,321,321,44906474,Brattleboro,VT,Alabama,,,True,Alabama
322,322,322,44906301,Nanuet,NY,Alabama,,,True,Alabama
323,323,323,42857230,Brattleboro,VT,Alabama,,,True,Alabama
324,324,324,42613510,Nanuet,NY,Alabama,,,True,Alabama
325,325,325,41469511,Brattleboro,VT,Alabama,,,True,Alabama
326,326,326,41469289,Brattleboro,VT,Alabama,,,True,Alabama
327,327,327,41378268,Brattleboro,VT,Alabama,,,True,Alabama
328,328,328,41378143,Brattleboro,VT,Alabama,,,True,Alabama
329,329,329,44772706,Bradenton,FL,Alabama,,,True,Alabama
330,330,330,45276595,Guntersville,AL,Albertville,Alabama,,True,Alabama
331,331,331,45964523,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
332,332,332,45964523,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
333,333,333,45964157,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
334,334,334,45964157,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
335,335,335,45958381,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
336,336,336,45958381,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
337,337,337,45958355,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
338,338,338,45958355,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
339,339,339,45958304,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
340,340,340,45958304,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
341,341,341,45958103,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
342,342,342,45958103,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
343,343,343,45844990,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
344,344,344,45844990,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
345,345,345,45745151,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
346,346,346,45745151,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
347,347,347,45643803,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
348,348,348,45643803,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
349,349,349,45589114,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
350,350,350,45589114,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
351,351,351,45546931,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
352,352,352,45546931,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
353,353,353,45230596,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
354,354,354,45230596,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
355,355,355,44663527,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
356,356,356,44663527,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
357,357,357,44649688,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
358,358,358,44649688,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
359,359,359,44649686,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
360,360,360,44649686,Albuquerque,NM,Albuquerque,New Mexico,,,New Mexico
361,361,361,45804658,Westminster,MD,Allegheny County,Maryland,,,Maryland
362,362,362,46035693,Altoona,PA,Altoona City,Pennsylvania,,,Pennsylvania
363,363,363,44629981,Bend,OR,Alturas,California,,,California
364,364,364,45916456,Amelia,OH,Amelia,Ohio,,,Ohio
365,365,365,45916450,Amelia,OH,Amelia,Ohio,,,Ohio
366,366,366,45916444,Amelia,OH,Amelia,Ohio,,,Ohio
367,367,367,45916438,Amelia,OH,Amelia,Ohio,,,Ohio
368,368,368,45916436,Amelia,OH,Amelia,Ohio,,,Ohio
369,369,369,45916426,Amelia,OH,Amelia,Ohio,,,Ohio
370,370,370,45916417,Amelia,OH,Amelia,Ohio,,,Ohio
371,371,371,45916383,Amelia,OH,Amelia,Ohio,,,Ohio
372,372,372,45916344,Amelia,OH,Amelia,Ohio,,,Ohio
373,373,373,46006404,Shoreline,WA,America,Taiwan,,,Taiwan
374,374,374,46006396,Shoreline,WA,America,Taiwan,,,Taiwan
375,375,375,46006394,Shoreline,WA,America,Taiwan,,,Taiwan
376,376,376,46006395,Shoreline,WA,America,Taiwan,,,Taiwan
377,377,377,46006387,Shoreline,WA,America,Taiwan,,,Taiwan
378,378,378,45903782,Shoreline,WA,America,Taiwan,,,Taiwan
379,379,379,45903783,Shoreline,WA,America,Taiwan,,,Taiwan
380,380,380,45903781,Shoreline,WA,America,Taiwan,,,Taiwan
381,381,381,45903780,Shoreline,WA,America,Taiwan,,,Taiwan
382,382,382,45903719,Shoreline,WA,America,Taiwan,,,Taiwan
383,383,383,45486819,Shoreline,WA,America,Taiwan,,,Taiwan
384,384,384,44249550,Shoreline,WA,America,Taiwan,,,Taiwan
385,385,385,46041295,Hazleton,IA,Amish Country,,True,,Amish Country
386,386,386,44430266,New York,NY,Animal,Puerto Rico,,,Puerto Rico
387,387,387,45600408,Gladwin,MI,Animal,Michigan,,,Michigan
388,388,388,39878339,Florence,KY,Apoquel,,True,,Apoquel
389,389,389,45923603,Las Vegas,NV,Arizona,,,,Arizona
390,390,390,45923600,Las Vegas,NV,Arizona,,,,Arizona
391,391,391,45984667,Kanab,UT,Arizona,,,,Arizona
392,392,392,45984665,Kanab,UT,Arizona,,,,Arizona
393,393,393,45984632,Kanab,UT,Arizona,,,,Arizona
394,394,394,45904804,Kanab,UT,Arizona,,,,Arizona
395,395,395,45904795,Kanab,UT,Arizona,,,,Arizona
396,396,396,44753004,Kanab,UT,Arizona,,,,Arizona
397,397,397,44752594,Kanab,UT,Arizona,,,,Arizona
398,398,398,44752616,Kanab,UT,Arizona,,,,Arizona
399,399,399,44752359,Kanab,UT,Arizona,,,,Arizona
400,400,400,44752203,Kanab,UT,Arizona,,,,Arizona
401,401,401,44752255,Kanab,UT,Arizona,,,,Arizona
402,402,402,45784537,Scottsdale,AZ,Arizona,,,,Arizona
403,403,403,45784531,Scottsdale,AZ,Arizona,,,,Arizona
404,404,404,41850752,Gilbert,AZ,Arizona,,,,Arizona
405,405,405,45502015,Blaine,MN,Arizona,,,,Arizona
406,406,406,44486018,Scottsdale,AZ,Arizona,,,True,Arizona
407,407,407,44182772,Crescent City,FL,Arkansas,,True,,Arkansas
408,408,408,45773500,Raleigh,NC,Arkansas,,True,,Arkansas
409,409,409,45745645,Kanab,UT,Arkansas,,,,Arkansas
410,410,410,45745640,Kanab,UT,Arkansas,,,,Arkansas
411,411,411,45760416,Jacksonville,AR,Arkansas,,,,Arkansas
412,412,412,45759786,Jacksonville,AR,Arkansas,,,,Arkansas
413,413,413,45560047,Conway,AR,Arkansas,,,True,Arkansas
414,414,414,37003305,Melbourne,AR,Arkansas,,,,Arkansas
415,415,415,45983777,Golden,CO,Arkansas,,,,Arkansas
416,416,416,45969705,Golden,CO,Arkansas,,,,Arkansas
417,417,417,45925079,New York,NY,Arkansas,,,,Arkansas
418,418,418,45925082,New York,NY,Arkansas,,,,Arkansas
419,419,419,45925080,New York,NY,Arkansas,,,,Arkansas
420,420,420,45830496,Boston,MA,Arkansas,,,,Arkansas
